Garam Masala,An engaged man (Akshay Kumar) runs into trouble when he tries to woo three beautiful air hostesses,http://i.ytimg.com/vi/FX3pmM7Duvs/movieposter.jpg
Kal Ho Na ho,A young woman (Preity Zinta) falls for a carefree man, but she believes he is in love with another,http://www.bollynook.com/uploaded_pictures/content/lyrics/520x333/kal-ho-naa-ho-sad-8305.jpg
